name,area,totalRatingsString,deliveryTime,address,locality,cuisines,costForTwoString,,,
SP Chaurasiya Pan Bhandar,Lake Town,Too Few Ratings,60,M/S S. P. CHOWRASIA PAN BHANDAR; P-1; BANGUR AVENUE; Kolkata 700055.,Lake Town,['Paan'],₹150 FOR TWO,,,
Cafe Saffron,Lake Town,Too Few Ratings,59,M/S CAFE SAFFRON; 193 JESSORE ROAD ; NEAR KALINDI BUS STOP; SOUTH DUM DUM MUNICIPALITY; NORTH TWENTY FOUR PARGANAS; WEST BENGAL;700089,Lake Town,['Biryani' 'Chinese' 'Combo'],₹200 FOR TWO,,,
Food's Point,Kestopur,Too Few Ratings,59,Mondal Para; Krishnapur; Near Ankur Club Kolkata; WARD NO-1; BIDHANNAGARRAJARHAT MUNICIPAL CORPORATION; North Twenty Four Parganas; West Bengal - 700102,Kestopur,['North Indian' 'Chinese' 'Snacks' 'Biryani'],₹250 FOR TWO,,,
Paanchphoron,Salt Lake,Too Few Ratings,59,P-33;BLOCK-A;BANGUR AVENUE;SOUTH DUMDUM; BANGUR AVENUE;NORTH 24 PARGANAS-700055; WARD NO-5,Salt Lake,['North Indian'],₹250 FOR TWO,,,
ISLAND OF CREAMS,Bangur,Too Few Ratings,55,P-15A; Bangur; Lake Town; Kolkata; West Bengal 700055; India,Lake Town,['Ice Cream' 'Desserts'],₹98 FOR TWO,,,
Pind Punjabi Express,Salt Lake,50+ ratings,60,108;CC Block; Street No 229; Action Area 1; Newtown-700156,Salt Lake,['North Indian' 'Indian' 'Chinese'],₹300 FOR TWO,,,
Anand food corner,Lake Town,100+ ratings,71,135; Jessore Road; Lake Town; Kolkata; West Bengal; India,Lake Town,['Indian' 'Snacks' 'North Indian'],₹250 FOR TWO,,,
RAJWADA KITCHEN,Salt Lake,Too Few Ratings,66,AF-167 Rabindrapally; Talbagan; Rabindrapally; Kestopur; Kolkata; West Bengal 700101; India,Salt Lake,['North Indian' 'Fast Food'],₹400 FOR TWO,,,
Abar Khaboo,Chiriamore,1000+ ratings,54,26/42; Dum Dum Road; Near Chira More; Paikpara; Kolkata,Near Chiriamore crossing,['Chinese' 'Biryani' 'Indian' 'Oriental'],₹300 FOR TWO,,,
Bagels the cake & cookies shop,Dum Dum,500+ ratings,59,70B LALGOR.KOLKATA.700030,LALGOR SCHOOL.DUM DUM,['Bakery'],₹400 FOR TWO,,,
Spice Heaven,Lake Town,Too Few Ratings,60,376; Swamiji Sarani; Kalindi; Kolkata; Shreebhumi; Lake Town; WARD NO-19; SOUTH DUM DUM MUNICIPALITY; North Twenty Four Parganas; West Bengal - 700048,Lake Town,['Italian' 'Fast Food' 'Biryani' 'Snacks'],₹250 FOR TWO,,,
BOSS BITES ON STANDARD STARTER,Lake Town,Too Few Ratings,58,Majher para kestopur Kolkata 700102; Talbagan; Hanapara; Kestopur; Kolkata; West Bengal 700102; India,Lake Town,['Fast Food' 'Snacks'],₹178 FOR TWO,,,
BREW BUGS FOOD AND COFFEE,Eco Park Newtown,50+ ratings,67,CC - 39 NEW TOWN ; PS NEWTOWN ; MAHISBATHAN - II ; RAJARHAT ; NORTH TWENTY FOUR PARGANAS ; WEST BENGAL - 700136,Eco Park Newtown,['Chinese' 'Snacks' 'Fast Food' 'Beverages' 'Pastas'],₹300 FOR TWO,,,
Denzong Kitchen,Lake Town,50+ ratings,58,351/A; JESSORE ROAD; PS- LAKE TOWN; WARD NO-20; SOUTH DUM DUM MUNICIPALITY; North Twenty Four Parganas; West Bengal - 700055,Lake Town,['Chinese' 'Tibetan'],₹300 FOR TWO,,,
THE BENGALI KITCHEN (FISH REVOLUTION),Kestopur,Too Few Ratings,64,AG-329/B; HANAPARA; KRISHNAPUR; P.SBAGUIATI; KOLKATA; WARD NO-23; BIDHANNAGAR-RAJARHAT MUNICIPAL CORPORATION; North Twenty Four Parganas; West Bengal - 700102,Kestopur,['Bengali' 'Chinese' 'Snacks'],₹200 FOR TWO,,,
Bengali Bhuri Voj,Kestopur,Too Few Ratings,69,Krishnapur Barowaritala; Krishnapur; WARD NO-25; BIDHANNAGAR-RAJARHAT MUNICIPAL CORPORATION; North Twenty Four Parganas; West Bengal - 700102,Kestopur,['North Indian' 'Chinese' 'Snacks'],₹250 FOR TWO,,,
Fabelle Chocolates - ITC Sonar,Tangra,50+ ratings,62,JBS Haldane Avenue; Kolkata 700046,Banquet Gate ITC Sonar,['Bakery' 'Desserts' 'Sweets'],₹600 FOR TWO,,,
The bong fork,Lake Town,100+ ratings,64,FLAT NO. GD; MALHAR APTT; 27/1 SHYAMNAGAR RD; North Twenty Four Parganas;-700055,Lake Town,['Chinese'],₹300 FOR TWO,,,
SWADER BAHAR,Kestopur,Too Few Ratings,55,B.H-54;MALATI APARTMENT ;FOURTH FLOOR FLAT NO-402 ;PALPARA;KESTOPUR;RAJARHAT GOPALPUR (M) ; WARD NO-23; BIDHANNAGAR-RAJARHAT MUNICIPAL CORPORATION; North Twenty Four Parganas; West Bengal - 700102,Kestopur,['Snacks' 'Beverages' 'Pastas' 'Salads'],₹300 FOR TWO,,,
New Haji Biryani,Dum Dum,500+ ratings,57,Purba Sinthi Kadamtala Market; Purba Sinthee Road; Purba Sinthi; South Dumdum; West Bengal; India,Dumdum,['Biryani'],₹150 FOR TWO,,,
ITC Hotels - Biryani & Pulao Collection,Tangra,Too Few Ratings,101,JBS Haldane Avenue; Kolkata 700046,Banquet Gate ITC Sonar,['Biryani' 'North Indian' 'Desserts'],₹1000 FOR TWO,,,
BANGALIANA,Lake Town,20+ ratings,59,AG-184; TALBAGAN; KESTOPUR; WARD  NO-25; BIDHANNAGAR-RAJARHAT  MUNICIPAL CORPORATION; North Twenty  Four Parganas; West Bengal - 700101,Lake Town,['Indian' 'North Indian'],₹200 FOR TWO,,,
GOGRAS,Kestopur,Too Few Ratings,67,AC 141 PRAFULLA KANAN;WARD NO-18;BIDHANNAGAR -RAJARHAT MUNICIPAL CORPORATION NORTH TWENTY PARGANAS ;WEST BENGAL-700101,Kestopur,['Combo' 'Thalis' 'North Indian'],₹200 FOR TWO,,,
Near U Cafeteria,Lake Town,Too Few Ratings,62,Premises No. 136; Jessore Road; Avani  Oxford; Shop No. 2; WARD NO-30; SOUTH  DUM DUM MUNICIPALITY; North Twenty  Four Parganas; West Bengal - 700055,Lake Town,['Indian' 'Pizzas'],₹300 FOR TWO,,,
Grill Ghar,Belgachia,Too Few Ratings,60,13B;Indra Biswas Road; KOLKATA 700037,Lake Town,['Chinese'],₹200 FOR TWO,,,
Gourmet Couch by ITC Royal Bengal,Tangra,20+ ratings,95,JBS Haldane Avenue; Kolkata 700046,Banquet Gate ITC Sonar,['Asian' 'Pan-Asian' 'Korean' 'Italian' 'Pizzas' 'Continental' 'Pastas' 'North Indian' 'Mughlai' 'Biryani' 'Grill' 'Seafood' 'Kebabs' 'Desserts'],₹1000 FOR TWO,,,
BHUKKHAR PALATE,Dum Dum Park,100+ ratings,71,Urbi Apartment; 389/1; Dum Dum Park; South Dumdum; West Bengal 700055; India,Lake Town,['Chinese' 'Indian' 'Tandoor'],₹400 FOR TWO,,,
Ganguram,Kestopur,500+ ratings,46,AB 65; Prafulla Kanan; Kestopur; Kolkata,Near Kestopur Crossing,['Sweets'],₹100 FOR TWO,,,
Puchka Shots,Lake town,Too Few Ratings,64,130/56; BANGUR AVENUE BLOCK-A; SOUTH DUM DUM MUNICIPALITY; North Twenty Four Parganas; ; West Bengal; 700055,Lake town,['Snacks' 'Street Food' 'Indian'],₹150 FOR TWO,,,
Flavours by ITC Hotels,Tangra,Too Few Ratings,72,JBS Haldane Avenue; Kolkata 700046,Banquet Gate ITC Sonar,['Indian' 'Continental' 'Biryani' 'North Indian' 'Desserts'],₹1000 FOR TWO,,,
Rakshit Sweets,Paikpara,1000+ ratings,54,16/1E RAJA MANINDRA ROAD; PAIKPARA,TALA PARK,['Sweets' 'Snacks'],₹100 FOR TWO,,,
Bhukkhars Biryani,Lake Town,Too Few Ratings,68,Urbi Apartment; 389/1; Dum Dum Park; South Dumdum; West Bengal 700055; India,Lake Town,['Biryani' 'Indian' 'Beverages'],₹250 FOR TWO,,,
HOUSE OF FLAVOURS,Rajarhat,Too Few Ratings,50,CC;PLOT NO-169;STRRET NO-197;NEW TOWN;KOLKATA; WARD NO-9; North Twenty Four Parganas- 700156,Rajarhat,['Chinese' 'Fast Food' 'Beverages'],₹500 FOR TWO,,,
THE BENGALI KITCHEN (18aana bangoli),Kestopur,Too Few Ratings,62,AG-329/B; HANAPARA; KRISHNAPUR; P.SBAGUIATI; KOLKATA; WARD NO-23; BIDHANNAGAR-RAJARHAT MUNICIPAL CORPORATION; North Twenty Four Parganas; West Bengal - 700102,Kestopur,['Bengali' 'North Indian' 'Snacks' 'Chinese'],₹300 FOR TWO,,,
Tandoor-e-Punjab,Paikpara,1000+ ratings,56,26/50; Chiriamore Crossing; Dum Dum Road; Dum Dum; Kolkata,Near Kolkata Shastro Police,['Indian' 'Tandoor' 'Mughlai' 'Snacks' 'Chinese' 'North Indian'],₹350 FOR TWO,,,
Sandwizz,Lake Town,20+ ratings,76,AF 385/a; Hanapara; Kestopur; Kolkata; West Bengal 700101; India,Lake Town,['Fast Food' 'Healthy Food'],₹199 FOR TWO,,,
Momo Chao,Salt Lake,Too Few Ratings,63,Ground Floor; AB-144; Action Area 1; New Town Kolkata-7000156,Salt Lake,['Chinese'],₹200 FOR TWO,,,
Vyanjan,Lake Town,Too Few Ratings,64,86 lake town Kolkata; West Bengal 700089; India,Lake Town,['Fast Food' 'Snacks'],₹160 FOR TWO,,,
Om Food Plaza,Kestopur,Too Few Ratings,56,BD-205-206; SHOP NO -04; TIRUPATI APARTMENT; KAMAL PARK; KESTOPUR; KOL-101 ; District - North Twenty Four Parganas; STATE - West Bengal - 700101,Kestopur,['Indian'],₹200 FOR TWO,,,
Cakes & Shapes,Dum Dum Park,20+ ratings,64,390; Dum Dum Park; South Dumdum; West Bengal 700055; India,Lake Town,['Desserts' 'Ice Cream'],₹200 FOR TWO,,,
Rajdhani Food Express,Dum Dum Park,500+ ratings,57,50 Shyamnagar Road; Santilaya Appartment Shop No-3; P.S- DumDum Kol-700055; District - North Twenty Four Parganas; STATE; West Bengal,Lake Town,['Chinese' 'Continental' 'Indian'],₹250 FOR TWO,,,
The Food Story,Lake Town,Too Few Ratings,61,130/56; Jessore Road; Bangur Avenue; WARD NO-29; SOUTH DUM DUM MUNICIPALITY; North Twenty Four Parganas; West Bengal; 700055,Lake Town,['Snacks' 'Pastas' 'Juices' 'Beverages'],₹250 FOR TWO,,,
Urban Foodies,Kestopur,Too Few Ratings,54,BG-30; HANAPARA; KRISHNAPUR; WARD NO-23; BIDHANNAGAR-RAJARHAT MUNICIPAL CORPORATION; North Twenty Four Parganas; West Bengal - 700102,Kestopur,['Snacks' 'Chaat' 'Beverages' 'Italian'],₹200 FOR TWO,,,
FOODIE'S MOOOD,Newtown,20+ ratings,60,BE-25; Street No. 121; BE Block(Newtown); Action Area 1B; Newtown; Kolkata; West Bengal 700156,Newtown,['Indian' 'South Indian' 'Chinese'],₹290 FOR TWO,,,
NEW TOWN BAKERY AND CAFE,Rajarhat,Too Few Ratings,50,HF99+QWH; DD Block(Newtown); Action Area I; Newtown; New Town; West Bengal 700156; India,Rajarhat,['Fast Food' 'Italian' 'Chinese' 'Snacks' 'Desserts'],₹150 FOR TWO,,,
URBAN FLAMES,Dumdum,Too Few Ratings,65,162 SAHID HEMANTA KUMAR BOSE SARANI; WARD NO-18; SOUTH DUM DUM MUNICIPALITY; North Twenty Four Parganas; West Bengal - 700074,Dumdum,['Fast Food' 'Chinese' 'Biryani' 'Snacks' 'Beverages'],₹300 FOR TWO,,,
Aamar bangla.,Lake Town,20+ ratings,59,891; JOSSORE ROAD; SHYAM NAGAR; DUM DUM; WARD NO-21; KOLKATA-700055; District - North Twenty Four Parganas; STATE - West Bengal,Lake Town,['Indian'],₹300 FOR TWO,,,
Indus Pizza,Kestopur,100+ ratings,71,BC-22; Anurupa pally; Kestopur; kolkata; 700101,Opposite VIP Kestopur Computer Centre,['Pizzas' 'Fast Food'],₹400 FOR TWO,,,
FOODIE FOLKS,Lake Town,Too Few Ratings,60,130/56; BANGUR AVENUE; BLOCK- A; P.S- LAKE TOWN; KOLKATA-700055,Lake Town,['Chinese' 'Biryani'],₹350 FOR TWO,,,
Three Musketeers Cafe,Newtown,Too Few Ratings,66,271; DD Block(Newtown); Action Area I; DD - 101; Newtown; New Town; West Bengal 700156; India,Rajarhat,['Pizzas' 'Snacks'],₹500 FOR TWO,,,
Food For Hunger,Kestopur - Kolkata,Too Few Ratings,60,As/92; Sumangal Height; block -1;shop no-4;ward no 24; Kestopur;Bidhannar-Rajarhat Municipan corporation ; North 24 parganas;West Bengal 700101,Salt Lake,['Chinese'],₹300 FOR TWO,,,
The Cafeteria,Lake Town,Too Few Ratings,56,P-56 Bangur Avenue; block A; WARD NO-29; SOUTH DUM DUM MUNICIPALITY; North Twenty Four Parganas; West Bengal - 700055,Lake Town,['Snacks' 'Beverages'],₹150 FOR TWO,,,
OVEN CHEESY PIZZA,Baguihati,Too Few Ratings,61,BC 101;OM GANESHAPARTMENT;ANURUPAPALLY;KESTOPUR;KHAL OPP-JAGATPUR ROADKESTOPUR;KOLKATA-700101,Kestopur,['Pizzas' 'Indian' 'Chinese'],₹400 FOR TWO,,,
Desi Chinese,Kestopur,100+ ratings,53,AD 124 Naskar tower; keshtopur; Near ranbindrapally market; Kolkata - 700101,Kestopur,['Chinese'],₹350 FOR TWO,,,
Bowl Mein,Kestopur,500+ ratings,50,NASKAR TOWER AD 124; KESTOPUR; RABINDRAPALLY; KOLKATA,Rajarhat,['Biryani' 'Indian' 'Chinese'],₹200 FOR TWO,,,
Bazaar,Newtown,Too Few Ratings,62,DG BLOCK;ACTION AREA- 1  BISWA BANGLA CONVENTION CENTER; NEWTOWN; KOLKATA-700156; INDIA,NEWTOWN,['Indian' 'Chinese' 'Continental' 'Biryani' 'Pizzas'],₹350 FOR TWO,,,
Ziqra restaurant,Cossipore,50+ ratings,56,14 BT Road; Kolkata,BT Road,['Mughlai'],₹300 FOR TWO,,,
Handi Kitchen,Kestopur,20+ ratings,60,AE-3;RABINDRA PALLY;KRISHNAPUR;KOLKATA-700101,Lake Town,['Chinese' 'Snacks' 'Indian'],₹200 FOR TWO,,,
Darao Pothik Bor,Dum Dum,1000+ ratings,56,83/3; Dum Dum Road; Opposite St Mary Orphange & Day School; Dum Dum; Kolkata,St Mary Orphange & Day School,['North Indian' 'Chinese' 'South Indian'],₹800 FOR TWO,,,
Darao Pothik Bor,Dum Dum,1000+ ratings,55,83/3; Dum Dum Road; Opposite St Mary Orphange & Day School; Dum Dum; Kolkata,St Mary Orphange & Day School,['North Indian' 'Chinese' 'South Indian'],₹800 FOR TWO,,,
WOK N GRILLZ,Dumdum,Too Few Ratings,68,162 SAHID HEMANTA KUMAR BOSE SARANI NEAR SUCCESS COACHING CENTRE,Dumdum,['Snacks' 'American' 'Indian' 'Beverages'],₹250 FOR TWO,,,
Bapi Biryani,New Town,Too Few Ratings,52,Jatragachi Flyover; Near Biswa Bangla Convention Centre; New Town; Kolkata,New Town,['Biryani'],₹250 FOR TWO,,,
BHARAT BIRYANI,Belghoria,Too Few Ratings,63,20/1E;PAIKPARA RAJA MANINDRA ROAD ;KOLKATA 700037;WARD-004;BR-I;BOROUGH-I;KOLKATA MUNICIPAL CORPORATION ;KOLKATA ;WEST BENGAL-700037,Belghoria,['Biryani'],₹260 FOR TWO,,,
MOMO IN THE HOUSE,Dumdum,Too Few Ratings,62,162 SAHID HEMANTA KUMAR BOSE SARANI; WARD NO-18; SOUTH DUM DUM MUNICIPALITY; North Twenty Four Parganas; West Bengal,Dumdum,['Chinese'],₹300 FOR TWO,,,
Kifo - Food'S By Kilo,Kestopur,Too Few Ratings,58,AE-8; Rabindra Pally; Opposite Bancharam; 3rd Floor; Flat-3D; Krishnapur; Kestopur; Kolkata-700101,Above Spice hut restaurant,['Indian' 'Chinese'],₹200 FOR TWO,,,
CHEESY BLAST,Baguihati,Too Few Ratings,56,BC 101 Ganesh apartment Anurupa Pally kestopur Kolkata-700101,kestopur khal,['Fast Food' 'Indian' 'Mughlai' 'Pizzas'],₹250 FOR TWO,,,
Chopsticks,Dum Dum,100+ ratings,68,4; Dum Dum; Near Dum Dum Park Post Office; Dum Dum; Kolkata,Dumdum Park,['Chinese'],₹600 FOR TWO,,,
Biryani Bowl,Kestopur,20+ ratings,63,NASKAR TOWER AD 124; KESTOPUR; RABINDRAPALLY; KOLKATA-700101; BHATPARA MUNICIPALITY; North Twenty Four Parganas (West Bengal); - 700101,Lake Town,['Biryani' 'Indian'],₹400 FOR TWO,,,
Annapurna Pure Veg Restaurant,Baguihati,1000+ ratings,71,CA 1/4; Deshbandu Nagar; Baguiati; Kolkata 700059.,Near Asha Studio,['Indian' 'Chinese' 'Snacks' 'Thalis'],₹250 FOR TWO,,,
Dominicks Pizza,Lake Town,Too Few Ratings,76,BD/60; near Kalamandir; Rabindra Pally Market; Gauranganagar; Kestopur; Kolkata; West Bengal 700101,Lake Town,['Pizzas' 'Pastas' 'Beverages'],₹300 FOR TWO,,,
Pet Puja,Paikpara,20+ ratings,83,37W RM Road; Kolkata 700037,Dumdum,['Rajasthani' 'Indian' 'Bengali'],₹250 FOR TWO,,,
Kafulok,Tangra,100+ ratings,76,47; Govinda Khatick Road; South Tangra Road; Tangra; Kolkata,Near Chinese Kali Mandir,['Chinese'],₹400 FOR TWO,,,
The Roll Factory - By Sanjha Chulha,Dumdum,100+ ratings,60,177; JESSORE ROAD; DUMDUM; NORTH 24 PGNS 700055,Dumdum,['Indian' 'Fast Food' 'Snacks'],₹250 FOR TWO,,,
SHYAM SUNDAR MISTANNA BHANDER,Dumdum,Too Few Ratings,59,SHYAM SUNDAR MISTANNA BHANDER NAYA PALLY ROAD;WARD NO-21;NORTH 24 PARGANAS-700055,Dumdum,['Sweets' 'Desserts'],₹50 FOR TWO,,,
Patta Dona,Lake Town,20+ ratings,74,BC-22; Anurupa Pally Rd; Prafulla Kanan; Kestopur; Kolkata; West Bengal 700101; India,Lake Town,['Indian' 'Continental' 'Beverages'],₹200 FOR TWO,,,
SHYAM SUNDAR MISTANNA BHANDER,Dumdum,Too Few Ratings,57,SHYAM SUNDAR MISTANNA BHANDER NAYA PALLY ROAD;WARD NO-21;NORTH 24 PARGANAS-700055,Dumdum,['Sweets' 'Desserts'],₹50 FOR TWO,,,
Patta Dona,Lake Town,20+ ratings,74,BC-22; Anurupa Pally Rd; Prafulla Kanan; Kestopur; Kolkata; West Bengal 700101; India,Lake Town,['Indian' 'Continental' 'Beverages'],₹200 FOR TWO,,,
PASTA STREET,Kestopur,Too Few Ratings,56,BC-102 Anurupa Pally Kestopur; Kolkata; WARD NO-24; BIDHANNAGAR-RAJARHAT MUNICIPAL CORPORATION; North Twenty Four Parganas; West Bengal - 700101,Kestopur,['Pizzas' 'Pastas'],₹300 FOR TWO,,,
KOLKATA PIZZA,Lake Town,Too Few Ratings,66,Baishali Apartment; Prafulla Kanan Road; Rabindrapally; Kestopur; Kolkata; West Bengal; India,Lake Town,['Pizzas' 'Fast Food' 'Beverages'],₹159 FOR TWO,,,
Subodh's Kitchen,Lake Town,Too Few Ratings,62,AD - 21/4; Adarsha Pally; Jagatpur Near Khudiram Sangha Club; North 24 Parganas; Kolkata - 700159,Lake Town,['Thalis' 'Indian'],₹100 FOR TWO,,,
Boho - The ground cafe,Jessore Road,Too Few Ratings,68,965; Jessore Road; dum dum ward no 22 south dum dum municiplity north twenty four parganas west Bengal 700055,Jessore Road,['Pizzas' 'Italian' 'Beverages'],₹520 FOR TWO,,,
CHA COFFEE & MORE,Lake Town,Too Few Ratings,75,68; JESSORE ROAD; ; WARD NO-27 ;SOUTH DUM DUM MUNICIPALITY; NorthTwenty Four Parganas; WestBengal-700055,Lake Town,['Fast Food' 'Italian' 'Snacks'],₹800 FOR TWO,,,
PVR Cafe,PVR Diamond Plaza Kolkata,50+ ratings,62,5th Floor Diamond City Mall; 68; Jessore Rd; Kolkata; West Bengal 700055,PVR Diamond Plaza Kolkata,['Snacks' 'Fast Food' 'Beverages'],₹400 FOR TWO,,,
Red Kitchen & Lounge,Lake Town,100+ ratings,65,5th Floor; Diamond Plaza Mall; 68 Jessore Road; Nagerbazar; Kolkata,Inside Dimond Plaza Mall,['Indian' 'Chinese' 'Tandoor' 'North Indian' 'Italian' 'Seafood'],₹800 FOR TWO,,,
OM SWEETS & SNACKS,Rajarhat,Too Few Ratings,53,DE-158;STREET NO.305;ACTION AREA  1D;NEWTOWN;KOLKATA-700160; RAJARHAT;  North Twenty Four Parganas; West  Bengal-700160,Eco Park Newtown,['South Indian'],₹200 FOR TWO,,,
Tandoori Pitara,Kestopur,20+ ratings,61,AD 124 NASKAR TOWER; RABINDRAPALLY; KESTOPUR; Kolkata - 700101,Kestopur,['Indian' 'North Indian' 'Punjabi' 'Tandoor' 'Biryani' 'Kebabs' 'Desserts'],₹400 FOR TWO,,,
MOON RESTAURANT,Dumdum,Too Few Ratings,57,160/5; CAL JESSORE ROAD;SOUTH DUMDUM;KOLKATA-700074,Dumdum,['Indian' 'Chinese' 'Tandoor' 'Snacks'],₹250 FOR TWO,,,
V Cafe - Meals By PVR,PVR Diamond Plaza Kolkata,50+ ratings,71,5th Floor Diamond City Mall; 68; Jessore Rd; Kolkata; West Bengal 700055,PVR Diamond Plaza Kolkata,['Pizzas' 'Snacks' 'American'],₹400 FOR TWO,,,
Mum's Kitchen,Dumdum Park,100+ ratings,68,42 dum dum park ground floor,Dum Dum Park,['North Indian' 'Chinese'],₹350 FOR TWO,,,
JUICE HUB,Dumdum,Too Few Ratings,62,1 NAYAPATTY ROAD; LP-3/50/0; WARD NO-21; SOUTH DUM DUM MUNICIPALITY; North Twenty Four Parganas; West Bengal - 700055,Dumdum,['Juices' 'Beverages'],₹180 FOR TWO,,,
Juice Center,Dumdum,Too Few Ratings,62,1 NAYAPATTY ROAD; LP-3/50/0; WARD NO-21; SOUTH DUM DUM MUNICIPALITY; North Twenty Four Parganas; West Bengal - 700055,Dumdum,['Juices' 'Beverages'],₹180 FOR TWO,,,
JUICE WALA,Dumdum,Too Few Ratings,62,1 NAYAPATTY ROAD; LP-3/50/0; WARD NO-21; SOUTH DUM DUM MUNICIPALITY; North Twenty Four Parganas; West Bengal - 700055,Dumdum,['Juices' 'Beverages'],₹180 FOR TWO,,,
Bong Dong,Dumdum,Too Few Ratings,65,22/H/77; Raja Manindra Rd; Dutta Bagan; Paikpara; Kolkata; West Bengal 700037; India,Dumdum,['Indian'],₹150 FOR TWO,,,
